# Force coefficients
# liftDir           : (0.000000000000e+00 1.000000000000e+00 0.000000000000e+00)
# dragDir           : (1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
# pitchAxis         : (0.000000000000e+00 0.000000000000e+00 1.000000000000e+00)
# magUInf           : 1.000000000000e+00
# lRef              : 1.000000000000e+00
# Aref              : 1.000000000000e+00
# CofR              : (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
# Time              	Cm                  	Cd                  	Cl                  	Cl(f)               	Cl(r)               
44.4796000000010352 	-1.912023844222e-03	1.376445724305e+00	1.460734772631e-01	7.112471478733e-02	7.494876247578e-02
44.4818000000010372 	-1.909198468567e-03	1.376476019998e+00	1.464993372781e-01	7.134047017049e-02	7.515886710763e-02
44.4840000000010392 	-1.906358762219e-03	1.376513264804e+00	1.469365871941e-01	7.156193483485e-02	7.537465235929e-02
44.4862000000010411 	-1.903504590419e-03	1.376557896379e+00	1.473103317574e-01	7.175166128827e-02	7.555867046911e-02
44.4884000000010431 	-1.900635739010e-03	1.376575401084e+00	1.476933589937e-01	7.194604375783e-02	7.574731523585e-02
44.4906000000010451 	-1.897752290937e-03	1.376623910324e+00	1.480572358121e-01	7.213086561510e-02	7.592637019697e-02
44.4928000000010471 	-1.894854665671e-03	1.376665648715e+00	1.484326287229e-01	7.232145969577e-02	7.611116902712e-02
44.495000000001049  	-1.891942934792e-03	1.376707892539e+00	1.488472585715e-01	7.253168635094e-02	7.631557222052e-02
44.497200000001051  	-1.889016762052e-03	1.376751639443e+00	1.492424221821e-01	7.273219432901e-02	7.651022785311e-02
44.499400000001053  	-1.886076095120e-03	1.376793653050e+00	1.496279630020e-01	7.292790540589e-02	7.670005759613e-02
44.501600000001055  	-1.883120660368e-03	1.376834932756e+00	1.499445437964e-01	7.308915123785e-02	7.685539255858e-02
44.503800000001057  	-1.880151469253e-03	1.376869343246e+00	1.503213010543e-01	7.328049905788e-02	7.704080199638e-02
44.5060000000010589 	-1.877168088117e-03	1.376908684595e+00	1.506952955894e-01	7.347047970657e-02	7.722481588281e-02
44.5082000000010609 	-1.874170478984e-03	1.376943524483e+00	1.511088307212e-01	7.368024488162e-02	7.742858583959e-02
44.5104000000010629 	-1.871158415701e-03	1.376983249123e+00	1.514865130478e-01	7.387209810819e-02	7.761441493959e-02
44.5126000000010649 	-1.868132178749e-03	1.377034568708e+00	1.518622534624e-01	7.406299455244e-02	7.779925890993e-02
44.5148000000010668 	-1.865091991371e-03	1.377061175403e+00	1.522183757006e-01	7.424409585893e-02	7.797427984167e-02
44.5170000000010688 	-1.862037293351e-03	1.377112356230e+00	1.526109471060e-01	7.444343625966e-02	7.816751084636e-02
44.5192000000010708 	-1.858968109425e-03	1.377158792330e+00	1.529560804869e-01	7.461907213402e-02	7.833700835287e-02
44.5214000000010728 	-1.855884968790e-03	1.377181922950e+00	1.533856680183e-01	7.483694904034e-02	7.854871897792e-02
44.5236000000010748 	-1.852787393782e-03	1.377235818360e+00	1.537662347202e-01	7.503032996633e-02	7.873590475389e-02
44.5258000000010767 	-1.849675599138e-03	1.377259180874e+00	1.541153626412e-01	7.520800572144e-02	7.890735691972e-02
44.5280000000010787 	-1.846549612792e-03	1.377304647028e+00	1.544798052852e-01	7.539335302979e-02	7.908645225538e-02
44.5302000000010807 	-1.843409434714e-03	1.377341410261e+00	1.548333851564e-01	7.557328314351e-02	7.926010201294e-02
44.5324000000010827 	-1.840254974340e-03	1.377392430045e+00	1.551958218257e-01	7.575765593853e-02	7.943816588721e-02
44.5346000000010847 	-1.837086578529e-03	1.377442362315e+00	1.555730586838e-01	7.594944276336e-02	7.962361592041e-02
44.5368000000010866 	-1.833903402191e-03	1.377486229372e+00	1.559899234942e-01	7.616105834490e-02	7.982886514928e-02
44.5390000000010886 	-1.830706143498e-03	1.377532083264e+00	1.563372541811e-01	7.633792094705e-02	7.999933323404e-02
44.5412000000010906 	-1.827495880791e-03	1.377563545092e+00	1.567038288041e-01	7.652441852127e-02	8.017941028285e-02
44.5434000000010926 	-1.824271762200e-03	1.377605155080e+00	1.570845616263e-01	7.671800905093e-02	8.036655257533e-02
44.5456000000010945 	-1.821034339885e-03	1.377637242247e+00	1.573958033443e-01	7.687686733229e-02	8.051893601206e-02
44.5478000000010965 	-1.817782953335e-03	1.377686424200e+00	1.577815717573e-01	7.707300292532e-02	8.070856883198e-02
44.5500000000010985 	-1.814517914934e-03	1.377726091022e+00	1.581500196829e-01	7.726049192654e-02	8.088952775641e-02
44.5522000000011005 	-1.811238660676e-03	1.377778118926e+00	1.584678200372e-01	7.742267135791e-02	8.104514867927e-02
44.5544000000011025 	-1.807947143794e-03	1.377810206629e+00	1.589192142734e-01	7.765165999289e-02	8.126755428048e-02
44.5566000000011044 	-1.804640864489e-03	1.377847947854e+00	1.592836835415e-01	7.783720090625e-02	8.144648263522e-02
44.5588000000011064 	-1.801320219678e-03	1.377878192218e+00	1.596104636479e-01	7.800391160428e-02	8.160655204363e-02
44.5610000000011084 	-1.797985515975e-03	1.377916561651e+00	1.599631340711e-01	7.818358151958e-02	8.177955255153e-02
44.5632000000011104 	-1.794636987519e-03	1.377957255878e+00	1.603110430001e-01	7.836088451255e-02	8.195015848759e-02
44.5654000000011123 	-1.791275187775e-03	1.377986162898e+00	1.606829895162e-01	7.855021957030e-02	8.213276994585e-02
44.5676000000011143 	-1.787899019897e-03	1.378054935575e+00	1.610303720310e-01	7.872728699559e-02	8.230308503538e-02
44.5698000000011163 	-1.784508864444e-03	1.378098381736e+00	1.613898681042e-01	7.891042518768e-02	8.247944291657e-02
44.5720000000011183 	-1.781104667483e-03	1.378152008731e+00	1.617249454431e-01	7.908136805405e-02	8.264357738902e-02
44.5742000000011203 	-1.777687261720e-03	1.378190859054e+00	1.621277015265e-01	7.928616350155e-02	8.284153802499e-02
44.5764000000011222 	-1.774255483881e-03	1.378228403626e+00	1.624643488829e-01	7.945791895757e-02	8.300642992534e-02
44.5786000000011242 	-1.770809980873e-03	1.378265593960e+00	1.628102719519e-01	7.963432599506e-02	8.317594595681e-02
44.5808000000011262 	-1.767350385533e-03	1.378331483072e+00	1.631443896505e-01	7.980484443973e-02	8.333954521079e-02
44.5830000000011282 	-1.763877307721e-03	1.378355539638e+00	1.635003892766e-01	7.998631733056e-02	8.351407194601e-02
44.5852000000011301 	-1.760390216739e-03	1.378401248335e+00	1.638488989528e-01	8.016405925968e-02	8.368483969316e-02
44.5874000000011321 	-1.756889595706e-03	1.378445800594e+00	1.642121401923e-01	8.034918050044e-02	8.386295969186e-02
44.5896000000011341 	-1.753375370247e-03	1.378481982836e+00	1.645961829804e-01	8.054471611994e-02	8.405146686043e-02
44.5918000000011361 	-1.749847115305e-03	1.378556797969e+00	1.648926230784e-01	8.069646442388e-02	8.419615865449e-02
44.5940000000011381 	-1.746304967425e-03	1.378579954272e+00	1.651898237262e-01	8.084860689566e-02	8.434121683051e-02
44.59620000000114   	-1.742749113207e-03	1.378635504222e+00	1.655163350819e-01	8.101541842775e-02	8.450091665417e-02
44.598400000001142  	-1.739179648193e-03	1.378697962387e+00	1.658584984360e-01	8.119006956980e-02	8.466842886618e-02
44.600600000001144  	-1.735596940312e-03	1.378725805229e+00	1.662308749944e-01	8.137984055690e-02	8.485103443753e-02
44.602800000001146  	-1.732000342573e-03	1.378762392788e+00	1.665791228667e-01	8.155756109078e-02	8.502156177593e-02
44.605000000001148  	-1.728389952169e-03	1.378804329561e+00	1.669418240112e-01	8.174252205342e-02	8.519930195775e-02
44.6072000000011499 	-1.724765874010e-03	1.378852362371e+00	1.672853496833e-01	8.191790896765e-02	8.536744071567e-02
44.6094000000011519 	-1.721128302656e-03	1.378890625728e+00	1.676577676896e-01	8.210775554215e-02	8.555001214746e-02
44.6116000000011539 	-1.717476706145e-03	1.378940275388e+00	1.679702526563e-01	8.226764962200e-02	8.570260303429e-02
44.6138000000011559 	-1.713811491597e-03	1.378983827720e+00	1.683185412938e-01	8.244545915533e-02	8.587308213852e-02
44.6160000000011578 	-1.710131930477e-03	1.379030353689e+00	1.686374046605e-01	8.260857039976e-02	8.602883426071e-02
44.6182000000011598 	-1.706439101121e-03	1.379084124896e+00	1.689097424517e-01	8.274843212475e-02	8.616131032699e-02
44.6204000000011618 	-1.702734727578e-03	1.379115911050e+00	1.692592855021e-01	8.292690802349e-02	8.633237747864e-02
44.6226000000011638 	-1.699017571320e-03	1.379132159280e+00	1.696177992758e-01	8.310988206657e-02	8.650791720921e-02
44.6248000000011658 	-1.695285101583e-03	1.379217257345e+00	1.699543939010e-01	8.328191184889e-02	8.667248205206e-02
44.6270000000011677 	-1.691540699531e-03	1.379258214005e+00	1.703159184830e-01	8.346641854195e-02	8.684949994102e-02
44.6292000000011697 	-1.687781652712e-03	1.379308409651e+00	1.706247426213e-01	8.362458965792e-02	8.700015296334e-02
44.6314000000011717 	-1.684009869507e-03	1.379349739384e+00	1.709474861506e-01	8.378973320578e-02	8.715775294479e-02
44.6336000000011737 	-1.680224673346e-03	1.379400725469e+00	1.712766433483e-01	8.395809700082e-02	8.731854634751e-02
44.6358000000011756 	-1.676426243699e-03	1.379471076459e+00	1.716260191740e-01	8.413658334332e-02	8.748943583072e-02
44.6380000000011776 	-1.672614539937e-03	1.379496042152e+00	1.719643111496e-01	8.430954103485e-02	8.765477011473e-02
44.6402000000011796 	-1.668789199960e-03	1.379527249824e+00	1.722347523352e-01	8.444858696764e-02	8.778616536756e-02
44.6424000000011816 	-1.664950694867e-03	1.379579193438e+00	1.725508348417e-01	8.461046672601e-02	8.794036811574e-02
44.6446000000011836 	-1.661099141195e-03	1.379626594623e+00	1.728969014203e-01	8.478735156896e-02	8.810954985135e-02
44.6468000000011855 	-1.657234266666e-03	1.379671518536e+00	1.732233021015e-01	8.495441678407e-02	8.826888531740e-02
44.6490000000011875 	-1.653356074049e-03	1.379714541680e+00	1.735502417667e-01	8.512176480928e-02	8.842847695738e-02
44.6512000000011895 	-1.649464466875e-03	1.379762916498e+00	1.738558864808e-01	8.527847877355e-02	8.857740770730e-02
44.6534000000011915 	-1.645559650958e-03	1.379811170757e+00	1.741664480664e-01	8.543766438224e-02	8.872878368416e-02
44.6556000000011935 	-1.641642071860e-03	1.379853688734e+00	1.744812528009e-01	8.559898432858e-02	8.888226847230e-02
44.6578000000011954 	-1.637710305032e-03	1.379913846657e+00	1.747833154155e-01	8.575394740270e-02	8.902936801276e-02
44.6600000000011974 	-1.633765625220e-03	1.379951884753e+00	1.751325967202e-01	8.593253273488e-02	8.920006398532e-02
44.6622000000011994 	-1.629807353819e-03	1.379998289603e+00	1.754503071798e-01	8.609534623610e-02	8.935496094373e-02
44.6644000000012014 	-1.625836215076e-03	1.380046279280e+00	1.758100546083e-01	8.627919108910e-02	8.953086351925e-02
44.6666000000012033 	-1.621851293099e-03	1.380090326372e+00	1.760549508056e-01	8.640562410970e-02	8.964932669589e-02
44.6688000000012053 	-1.617853804128e-03	1.380137558255e+00	1.764567842110e-01	8.661053830136e-02	8.984624590962e-02
44.6710000000012073 	-1.613842453482e-03	1.380197283245e+00	1.767006734839e-01	8.673649428847e-02	8.996417919543e-02
44.6732000000012093 	-1.609818647000e-03	1.380261131186e+00	1.769936724777e-01	8.688701759187e-02	9.010665488587e-02
44.6754000000012113 	-1.605782161411e-03	1.380301748795e+00	1.773665928060e-01	8.707751424160e-02	9.028907856442e-02
44.6776000000012132 	-1.601732247312e-03	1.380327298795e+00	1.776464772967e-01	8.722150640106e-02	9.042497089568e-02
44.6798000000012152 	-1.597670189276e-03	1.380377769598e+00	1.779891194875e-01	8.739688955448e-02	9.059222993303e-02
44.6820000000012172 	-1.593594612376e-03	1.380431328219e+00	1.782742111361e-01	8.754351095569e-02	9.073070018044e-02
44.6842000000012192 	-1.589505701173e-03	1.380469134900e+00	1.785367723311e-01	8.767888046436e-02	9.085789186670e-02
44.6864000000012211 	-1.585403177569e-03	1.380520594969e+00	1.788323260039e-01	8.783075982436e-02	9.100156617950e-02
44.6886000000012231 	-1.581288471814e-03	1.380565570575e+00	1.791366319812e-01	8.798702751877e-02	9.114960446240e-02
44.6908000000012251 	-1.577161893741e-03	1.380611046157e+00	1.794217259138e-01	8.813370106317e-02	9.128802485066e-02
44.6930000000012271 	-1.573022919369e-03	1.380662503813e+00	1.797396938837e-01	8.829682402248e-02	9.144286986122e-02
44.6952000000012291 	-1.568871103762e-03	1.380722196557e+00	1.800262843030e-01	8.844427104772e-02	9.158201325525e-02
44.697400000001231  	-1.564708651956e-03	1.380731888621e+00	1.803487652348e-01	8.860967396543e-02	9.173909126934e-02
44.699600000001233  	-1.560532045308e-03	1.380799398876e+00	1.806766938727e-01	8.877781489106e-02	9.189887898168e-02
44.701800000001235  	-1.556342960019e-03	1.380840033483e+00	1.809759965183e-01	8.893165529914e-02	9.204434121918e-02
44.704000000001237  	-1.552141479893e-03	1.380888798462e+00	1.812471029274e-01	8.907140998382e-02	9.217569294361e-02
44.7062000000012389 	-1.547926648275e-03	1.380938594870e+00	1.815709296723e-01	8.923753818789e-02	9.233339148444e-02
44.7084000000012409 	-1.543697736024e-03	1.381000754646e+00	1.818280789727e-01	8.937034175030e-02	9.245773722235e-02
44.7106000000012429 	-1.539456237885e-03	1.381053524677e+00	1.820901799820e-01	8.950563375312e-02	9.258454622889e-02
44.7128000000012449 	-1.535202672388e-03	1.381102404129e+00	1.824036842148e-01	8.966663943501e-02	9.273704477979e-02
44.7150000000012469 	-1.530936445375e-03	1.381150562694e+00	1.826951730968e-01	8.981665010304e-02	9.287852299379e-02
44.7172000000012488 	-1.526657749683e-03	1.381200756082e+00	1.829855870787e-01	8.996613578966e-02	9.301945128902e-02
44.7194000000012508 	-1.522366642255e-03	1.381257602975e+00	1.832739622101e-01	9.011461446279e-02	9.315934774730e-02
44.7216000000012528 	-1.518063109253e-03	1.381263863354e+00	1.835426728455e-01	9.025327331350e-02	9.328939953200e-02
44.7238000000012548 	-1.513746970591e-03	1.381350005999e+00	1.838516954448e-01	9.041210075180e-02	9.343959469299e-02
44.7260000000012568 	-1.509418286276e-03	1.381415459640e+00	1.841338632018e-01	9.055751331461e-02	9.357634988716e-02
44.7282000000012587 	-1.505077011799e-03	1.381447952798e+00	1.844475925954e-01	9.071871928589e-02	9.372887330949e-02
44.7304000000012607 	-1.500722498663e-03	1.381504163853e+00	1.846602247475e-01	9.082938987507e-02	9.383083487240e-02
44.7326000000012627 	-1.496356023859e-03	1.381550569925e+00	1.849673762553e-01	9.098733210377e-02	9.398004415149e-02
44.7348000000012647 	-1.491976880857e-03	1.381599823725e+00	1.852401210014e-01	9.112808361982e-02	9.411203738154e-02
44.7370000000012666 	-1.487585398166e-03	1.381652086786e+00	1.855377970656e-01	9.128131313464e-02	9.425648393097e-02
44.7392000000012686 	-1.483181201378e-03	1.381708776298e+00	1.857885074412e-01	9.141107251924e-02	9.437743492199e-02
44.7414000000012706 	-1.478764995464e-03	1.381742647891e+00	1.860641386558e-01	9.155330433244e-02	9.451083432337e-02
44.7436000000012726 	-1.474335940163e-03	1.381791641256e+00	1.863398086881e-01	9.169556840386e-02	9.464424028419e-02
44.7458000000012746 	-1.469894318656e-03	1.381865089678e+00	1.866268642082e-01	9.184353778546e-02	9.478332642277e-02
44.7480000000012765 	-1.465439867810e-03	1.381905821918e+00	1.869235152507e-01	9.199631775756e-02	9.492719749318e-02
44.7502000000012785 	-1.460973145987e-03	1.381961784185e+00	1.871963209280e-01	9.213718731800e-02	9.505913360997e-02
44.7524000000012805 	-1.456495531771e-03	1.382000342746e+00	1.874719073502e-01	9.227945814333e-02	9.519244920687e-02
44.7546000000012825 	-1.452006145742e-03	1.382051102490e+00	1.877549572141e-01	9.242547246133e-02	9.532948475282e-02
44.7568000000012844 	-1.447504635793e-03	1.382105390307e+00	1.880041387824e-01	9.255456475540e-02	9.544957402699e-02
44.7590000000012864 	-1.442992325474e-03	1.382141075380e+00	1.882251430609e-01	9.266957920498e-02	9.555556385593e-02
44.7612000000012884 	-1.438467816635e-03	1.382187006771e+00	1.885446437674e-01	9.283385406705e-02	9.571078970032e-02
44.7634000000012904 	-1.433930880102e-03	1.382257291293e+00	1.887548062376e-01	9.294347223869e-02	9.581133399889e-02
44.7656000000012924 	-1.429382482494e-03	1.382296699002e+00	1.890608294682e-01	9.310103225160e-02	9.595979721658e-02
44.7678000000012943 	-1.424821897203e-03	1.382343811360e+00	1.893416870026e-01	9.324602160411e-02	9.609566539851e-02
44.7700000000012963 	-1.420249143142e-03	1.382395476579e+00	1.896211879194e-01	9.339034481657e-02	9.623084310286e-02
44.7722000000012983 	-1.415664255144e-03	1.382463989338e+00	1.898792324613e-01	9.352395197551e-02	9.635528048580e-02
44.7744000000013003 	-1.411067548355e-03	1.382528440912e+00	1.901160776969e-01	9.364697130011e-02	9.646910639682e-02
44.7766000000013022 	-1.406458588446e-03	1.382552288684e+00	1.903722890089e-01	9.377968591599e-02	9.659260309288e-02
44.7788000000013042 	-1.401837467907e-03	1.382594535051e+00	1.906068015258e-01	9.390156329497e-02	9.670523823078e-02
44.7810000000013062 	-1.397205123811e-03	1.382640945110e+00	1.908568195564e-01	9.403120465441e-02	9.682561490203e-02
44.7832000000013082 	-1.392560793559e-03	1.382678053502e+00	1.911143253992e-01	9.416460190604e-02	9.694972349315e-02
44.7854000000013102 	-1.387903289001e-03	1.382756098615e+00	1.913959534993e-01	9.431007346067e-02	9.708588003867e-02
44.7876000000013121 	-1.383233548835e-03	1.382817519180e+00	1.916481456928e-01	9.444083929754e-02	9.720730639521e-02
44.7898000000013141 	-1.378552175638e-03	1.382876035481e+00	1.919066472171e-01	9.457477143291e-02	9.733187578419e-02
44.7920000000013161 	-1.373859255716e-03	1.382925932207e+00	1.921532088334e-01	9.470274516101e-02	9.745046367244e-02
44.7942000000013181 	-1.369154801871e-03	1.382969161504e+00	1.924083173539e-01	9.483500387510e-02	9.757331347884e-02
44.7964000000013201 	-1.364438695768e-03	1.383034585601e+00	1.926561092684e-01	9.496361593841e-02	9.769249332995e-02
44.798600000001322  	-1.359710792861e-03	1.383061326454e+00	1.929015156593e-01	9.509104703677e-02	9.781046862249e-02
44.800800000001324  	-1.354971217325e-03	1.383116902255e+00	1.931495848521e-01	9.521982120871e-02	9.792976364336e-02
44.803000000001326  	-1.350219532744e-03	1.383170145596e+00	1.933970399456e-01	9.534830044005e-02	9.804873950554e-02
44.805200000001328  	-1.345455532120e-03	1.383233217035e+00	1.936724954706e-01	9.549079220316e-02	9.818170326740e-02
44.8074000000013299 	-1.340681537550e-03	1.383284184368e+00	1.938682224275e-01	9.559342967618e-02	9.827479275128e-02
44.8096000000013319 	-1.335896725634e-03	1.383338456948e+00	1.941112489354e-01	9.571972774207e-02	9.839152119334e-02
44.8118000000013339 	-1.331100658991e-03	1.383396944929e+00	1.943581491561e-01	9.584797391908e-02	9.851017523706e-02
44.8140000000013359 	-1.326294120936e-03	1.383438171631e+00	1.945569579408e-01	9.595218484948e-02	9.860477309135e-02
44.8162000000013379 	-1.321476525356e-03	1.383488026703e+00	1.948060418268e-01	9.608154438803e-02	9.872449743875e-02
44.8184000000013398 	-1.316647822577e-03	1.383539328840e+00	1.950734954693e-01	9.622009991210e-02	9.885339555725e-02
44.8206000000013418 	-1.311807409618e-03	1.383591918063e+00	1.952992662739e-01	9.633782572735e-02	9.896144054658e-02
44.8228000000013438 	-1.306955747065e-03	1.383642753436e+00	1.955142066020e-01	9.645014755393e-02	9.906405904806e-02
44.8250000000013458 	-1.302092671463e-03	1.383710592833e+00	1.957223137394e-01	9.655906419823e-02	9.916324954116e-02
44.8272000000013477 	-1.297218822961e-03	1.383750749996e+00	1.959871072128e-01	9.669633478345e-02	9.929077242937e-02
44.8294000000013497 	-1.292333347100e-03	1.383802985727e+00	1.962181549459e-01	9.681674412583e-02	9.940141082003e-02
44.8316000000013517 	-1.287436615248e-03	1.383858961503e+00	1.964606928582e-01	9.694290981384e-02	9.951778304434e-02
44.8338000000013537 	-1.282528599350e-03	1.383902849162e+00	1.966834547502e-01	9.705919877573e-02	9.962425597443e-02
44.8360000000013557 	-1.277609470993e-03	1.383953594983e+00	1.969022020668e-01	9.717349156242e-02	9.972871050441e-02
44.8382000000013576 	-1.272679252197e-03	1.384002089252e+00	1.971288607473e-01	9.729175112145e-02	9.983710962584e-02
44.8404000000013596 	-1.267737533339e-03	1.384069502506e+00	1.973293475644e-01	9.739693624887e-02	9.993241131554e-02
44.8426000000013616 	-1.262785245360e-03	1.384139235440e+00	1.976417220289e-01	9.755807576911e-02	1.000836462598e-01
44.8448000000013636 	-1.257821136828e-03	1.384161221956e+00	1.978033781795e-01	9.764386795291e-02	1.001595102266e-01
44.8470000000013655 	-1.252846121522e-03	1.384223426662e+00	1.980389870053e-01	9.776664738112e-02	1.002723396242e-01
44.8492000000013675 	-1.247859735261e-03	1.384278603229e+00	1.982431847778e-01	9.787373265364e-02	1.003694521242e-01
44.8514000000013695 	-1.242862321922e-03	1.384329306090e+00	1.984559704323e-01	9.798512289422e-02	1.004708475381e-01
44.8536000000013715 	-1.237853676073e-03	1.384370581715e+00	1.986798400416e-01	9.810206634473e-02	1.005777736969e-01
44.8558000000013735 	-1.232833928709e-03	1.384423129933e+00	1.988922578479e-01	9.821329499526e-02	1.006789628527e-01
44.8580000000013754 	-1.227803390549e-03	1.384497073095e+00	1.991278763110e-01	9.833613476493e-02	1.007917415460e-01
44.8602000000013774 	-1.222762101073e-03	1.384546562603e+00	1.992897445175e-01	9.842211015767e-02	1.008676343598e-01
44.8624000000013794 	-1.217710962147e-03	1.384585134046e+00	1.995394344651e-01	9.855200627040e-02	1.009874281947e-01
44.8646000000013814 	-1.212650468230e-03	1.384639477545e+00	1.997841251582e-01	9.867941211088e-02	1.011047130473e-01
44.8668000000013834 	-1.207578828141e-03	1.384680160795e+00	1.999483272248e-01	9.876658478424e-02	1.011817424405e-01
44.8690000000013853 	-1.202496648334e-03	1.384733131082e+00	2.001323572657e-01	9.886368198453e-02	1.012686752812e-01
44.8712000000013873 	-1.197404270392e-03	1.384789130831e+00	2.003686003223e-01	9.898689589078e-02	1.013817044316e-01
44.8734000000013893 	-1.192300960596e-03	1.384840216292e+00	2.005641137087e-01	9.908975589373e-02	1.014743578149e-01
44.8756000000013913 	-1.187186854916e-03	1.384898779635e+00	2.007832535128e-01	9.920443990147e-02	1.015788136113e-01
44.8778000000013932 	-1.182062202462e-03	1.384950687340e+00	2.009862561151e-01	9.931106585509e-02	1.016751902600e-01
44.8800000000013952 	-1.176927081817e-03	1.385005857881e+00	2.012233458882e-01	9.943474586230e-02	1.017886000259e-01
44.8822000000013972 	-1.171781023182e-03	1.385065501974e+00	2.013994629131e-01	9.952795043338e-02	1.018715124797e-01
44.8844000000013992 	-1.166624361854e-03	1.385119882961e+00	2.015671287719e-01	9.961694002411e-02	1.019501887478e-01
44.8866000000014012 	-1.161456910769e-03	1.385175018941e+00	2.017241569284e-01	9.970062155344e-02	1.020235353750e-01
44.8888000000014031 	-1.156279519717e-03	1.385218609356e+00	2.019753118564e-01	9.983137640847e-02	1.021439354479e-01
44.8910000000014051 	-1.151091211411e-03	1.385275612294e+00	2.021824374675e-01	9.994012752233e-02	1.022423099451e-01
44.8932000000014071 	-1.145892727885e-03	1.385320226329e+00	2.024097668876e-01	1.000589907159e-01	1.023507761717e-01
44.8954000000014091 	-1.140683575696e-03	1.385357047336e+00	2.025536872799e-01	1.001361600643e-01	1.024175272156e-01
44.897600000001411  	-1.135463793423e-03	1.385462531255e+00	2.027324846766e-01	1.002307785449e-01	1.025017061317e-01
44.899800000001413  	-1.130233384254e-03	1.385492636095e+00	2.029282100023e-01	1.003338716169e-01	1.025943383854e-01
44.902000000001415  	-1.124992141408e-03	1.385543048629e+00	2.030927667317e-01	1.004213912244e-01	1.026713755072e-01
44.904200000001417  	-1.119741058380e-03	1.385603906591e+00	2.033163306728e-01	1.005384242780e-01	1.027779063948e-01
44.906400000001419  	-1.114481269822e-03	1.385654932969e+00	2.035212166987e-01	1.006461270795e-01	1.028750896192e-01
44.9086000000014209 	-1.109211194452e-03	1.385725390088e+00	2.037307914451e-01	1.007561845281e-01	1.029746069170e-01
44.9108000000014229 	-1.103931106805e-03	1.385794646838e+00	2.038776296516e-01	1.008348837190e-01	1.030427459326e-01
44.9130000000014249 	-1.098642398103e-03	1.385821141697e+00	2.040444608424e-01	1.009235880231e-01	1.031208728193e-01
44.9152000000014269 	-1.093342643217e-03	1.385868428542e+00	2.042567064952e-01	1.010350106044e-01	1.032216958908e-01
44.9174000000014289 	-1.088033140781e-03	1.385930014738e+00	2.044360313624e-01	1.011299825404e-01	1.033060488220e-01
44.9196000000014308 	-1.082713383299e-03	1.385981058724e+00	2.045757501053e-01	1.012051616693e-01	1.033705884359e-01
44.9218000000014328 	-1.077383798614e-03	1.386026853912e+00	2.047560894190e-01	1.013006609109e-01	1.034554285081e-01
44.9240000000014348 	-1.072044193156e-03	1.386074360155e+00	2.049459313656e-01	1.014009214897e-01	1.035450098760e-01
44.9262000000014368 	-1.066695014501e-03	1.386133633308e+00	2.051213274549e-01	1.014939687129e-01	1.036273587419e-01
44.9284000000014387 	-1.061336106286e-03	1.386179544731e+00	2.052987423180e-01	1.015880350527e-01	1.037107072653e-01
44.9306000000014407 	-1.055965962122e-03	1.386230822519e+00	2.054998760739e-01	1.016939720748e-01	1.038059039991e-01
44.9328000000014427 	-1.050585594290e-03	1.386306819519e+00	2.056433158425e-01	1.017710723270e-01	1.038722435156e-01
44.9350000000014447 	-1.045195437984e-03	1.386362855637e+00	2.058040011300e-01	1.018568051270e-01	1.039471960030e-01
44.9372000000014467 	-1.039795257154e-03	1.386420174955e+00	2.059349637952e-01	1.019276866405e-01	1.040072771548e-01
44.9394000000014486 	-1.034386106545e-03	1.386475022028e+00	2.061754713739e-01	1.020533495804e-01	1.041221217935e-01
44.9416000000014506 	-1.028966108210e-03	1.386533258732e+00	2.062737983201e-01	1.021079330518e-01	1.041658652682e-01
44.9438000000014526 	-1.023536800198e-03	1.386578284035e+00	2.064741282669e-01	1.022135273333e-01	1.042606009336e-01
44.9460000000014546 	-1.018097554884e-03	1.386631378614e+00	2.066974206478e-01	1.023306127690e-01	1.043668078788e-01
44.9482000000014565 	-1.012647397733e-03	1.386686714524e+00	2.068518389093e-01	1.024132720569e-01	1.044385668524e-01
44.9504000000014585 	-1.007189283186e-03	1.386741331015e+00	2.069599046079e-01	1.024727630208e-01	1.044871415871e-01
44.9526000000014605 	-1.001722236940e-03	1.386795561389e+00	2.070889684051e-01	1.025427619656e-01	1.045462064395e-01
44.9548000000014625 	-9.962464844814e-04	1.386849433838e+00	2.073001907158e-01	1.026538488734e-01	1.046463418424e-01
44.9570000000014645 	-9.907630131379e-04	1.386899394721e+00	2.074586879830e-01	1.027385809784e-01	1.047201070046e-01
44.9592000000014664 	-9.852690994115e-04	1.386947026690e+00	2.075991833999e-01	1.028143226006e-01	1.047848607994e-01
44.9614000000014684 	-9.797662362056e-04	1.387001400668e+00	2.077457845982e-01	1.028931260629e-01	1.048526585353e-01
44.9636000000014704 	-9.742537210311e-04	1.387049483172e+00	2.078903437452e-01	1.029709181516e-01	1.049194255936e-01
44.9658000000014724 	-9.687318567921e-04	1.387103672395e+00	2.080558283438e-01	1.030591823151e-01	1.049966460287e-01
44.9680000000014743 	-9.632006814776e-04	1.387160441505e+00	2.082154007848e-01	1.031444997109e-01	1.050709010739e-01
44.9702000000014763 	-9.576600635291e-04	1.387208125766e+00	2.083454056893e-01	1.032150427811e-01	1.051303629082e-01
44.9724000000014783 	-9.521100067963e-04	1.387266740017e+00	2.084799682426e-01	1.032878741145e-01	1.051920941281e-01
